period,link_key,tt_sd,s,counts,true_counts,true_traveltime,traveltime
1,"(0, 1, '0')",0.32198830399196776,0.018340990889802455,7515.076333434447,6139.079386044314,6.002840815267259,7.341932298058274
1,"(0, 2, '0')",0.8904224517894808,0.603452620536204,7034.8425001520045,5758.6560789521045,4.002199452385194,3.837664134593918
1,"(1, 0, '0')",0.5880522554504738,0.9218061729926634,3773.15471116759,5495.220725238857,6.001823772072257,6.191881723798559
1,"(1, 5, '0')",0.12659609350429124,0.2813641313572214,7747.540107396005,7906.517521439145,9.849676081794968,9.656309025674272
1,"(2, 0, '0')",0.14134122257485238,0.8348009811112259,8810.477532510698,6402.514739757561,4.0033607201025,4.124809891049507
1,"(2, 3, '0')",0.4678955922748659,0.5496226575408409,8787.299310882157,9803.820532876762,4.064666513993291,3.8864278495854903
1,"(2, 11, '0')",0.02208966161815673,0.021791015958648408,6201.687556781144,7887.182603522525,4.007739583297291,3.6110528983489463
1,"(3, 2, '0')",0.7272747126560393,0.34705988952929334,12280.486678297995,11002.141970130606,4.1025668502005095,3.231000377995212
1,"(3, 4, '0')",0.5243873422722226,0.550034791378317,10661.100275208488,11407.109548429693,2.0507953203999354,0.3705975118854279
1,"(3, 10, '0')",0.5449352388104901,0.013205631128021644,,8615.6516891471,14.540518361724699,
1,"(4, 3, '0')",0.456373260425773,0.7158927072215715,,12901.623518710225,2.0831186944802798,
1,"(4, 5, '0')",0.5013822646640289,0.18977700535536257,9700.399601501489,8949.312829618533,10.420854593600948,9.760395528060679
1,"(4, 8, '0')",0.3944685528015025,0.7424670735510953,13083.206143331336,11390.762203214916,6.262619247256395,7.212552141142763
1,"(5, 1, '0')",0.15117230324585396,0.6294313700617412,7646.760903327397,7262.658860633689,8.452664360409464,9.441355789525094
1,"(5, 4, '0')",0.3608751771330354,0.36218393009128713,7300.821953909246,8862.960845923777,10.176598906319182,10.065582944042898
1,"(5, 7, '0')",0.1620770068673989,0.6270293903714866,12517.438913772334,12279.37823121139,13.845222700265547,12.629204093956998
1,"(6, 7, '0')",0.33795869305879156,0.5148847524058702,12039.488175430077,11187.399507652652,4.864075722939804,4.628958712279323
1,"(6, 17, '0')",0.18032328075988824,0.8949073179368925,12412.126753332353,12740.409214756368,2.0263471418904504,2.254036904934862
1,"(7, 5, '0')",0.39099140113992126,0.5186654256839361,11789.226253601351,11549.167586711173,11.269161656200765,11.330835240524188
1,"(7, 6, '0')",0.035648210404088165,0.6074091804740506,9045.655126801752,11514.223987251888,5.09163382169733,6.572309648370822
1,"(7, 8, '0')",0.5648616489184735,0.4748159985545415,,8337.348318218872,21.142203509043842,
1,"(7, 15, '0')",0.20346149187306084,0.7095906991635826,,8946.344239552749,12.411664958401104,
1,"(8, 4, '0')",0.32060445766557044,0.11524270956742733,12097.66309949617,12971.6281571902,7.123436246702891,6.468939308168226
1,"(8, 7, '0')",0.3765637827626781,0.7327940685960685,,7801.982717149438,18.544354108422677,
1,"(8, 9, '0')",0.1840541418275664,0.8780425358861355,21584.616340319557,21128.584612961105,5.391458593806874,7.191364240074979
1,"(9, 8, '0')",0.10395183635292826,0.5190639546546741,23275.759614835024,22274.08496586696,5.953797603172372,5.608144103213686
1,"(9, 10, '0')",0.45492722454725665,0.6804967706973032,19996.955287060784,19820.04439767118,16.57390079033723,17.22664932870393
1,"(9, 14, '0')",0.19586383749144975,0.4355580462697013,25730.92557035722,25802.331272009273,17.96739294026192,15.903223869708455
1,"(9, 15, '0')",0.3785254225532104,0.9717632213779057,11774.977216437224,11520.233861090575,23.022558877774596,23.071198775333844
1,"(9, 16, '0')",0.9305319592815515,0.36519126611684316,10044.145908439537,8349.192015693478,17.378537200054122,16.40106912356237
1,"(10, 3, '0')",0.760159713202054,0.622712992189762,,8419.459156120414,13.788762766058372,
1,"(10, 9, '0')",0.7707642376587938,0.2582934326564159,20671.306416514584,20111.668706380337,17.27025784395802,17.693174921076956
1,"(10, 11, '0')",0.596700557299153,0.6813432920295053,10247.579752285448,10081.845706947748,22.013707256744542,21.356791082320235
1,"(10, 13, '0')",0.7916211472173033,0.8765919304209655,,10352.352327511948,16.186291453951615,
1,"(11, 2, '0')",0.8103383036559854,0.2422684944321538,,7332.719827074137,4.0057821634219595,
1,"(11, 10, '0')",0.980557225759712,0.14263219434835817,10901.02298567399,10164.176085948084,22.543234244054396,22.457897845874673
1,"(11, 12, '0')",0.884785254053069,0.8253891117478838,10686.96190198598,11426.01512223211,3.01704430033037,1.7398985777701579
1,"(12, 11, '0')",0.10980112547504184,0.46544014722375404,11500.620776739841,11053.88272478406,3.014929986351791,3.8231647818749224
1,"(12, 23, '0')",0.8197107606738395,0.33817200840943973,9667.450504082475,11323.888708507362,18.683643394146785,18.60225618899973
1,"(13, 10, '0')",0.30761289038258144,0.9336459538815429,9192.53703225451,10465.453724194083,16.727632614324726,17.27850657906825
1,"(13, 14, '0')",0.26149466687244594,0.45440346037288637,,10128.948103719154,16.420552701646283,
1,"(13, 22, '0')",0.40572354421921175,0.4942651888084775,7770.881560533594,8532.613916336913,9.406653683522181,10.74040638557545
1,"(14, 9, '0')",0.5534203817538123,0.04590650846900013,26999.438728738613,26312.014123904853,18.941366550196214,19.776966780587184
1,"(14, 13, '0')",0.6255264410706003,0.1189674888736082,,10195.052384283883,16.721618561200838,
1,"(14, 18, '0')",0.07876024695855899,0.5379563840497242,,16291.259505210788,3.7043988638003364,
1,"(14, 21, '0')",0.9722834265055369,0.054783996014804326,,18852.72505111159,9.695336435761387,
1,"(15, 7, '0')",0.41131105432155857,0.3005209386984734,,9078.323675721203,12.858795907626138,
1,"(15, 9, '0')",0.7216644032931199,0.3780841904169129,9421.762961986122,11796.960661681265,24.91723522856468,24.560186012755462
1,"(15, 16, '0')",0.6632874804228996,0.6089958621886069,12380.290475176984,11408.400333537345,8.792714841587719,8.375306675950275
1,"(15, 17, '0')",0.21822526486296512,0.823825425690536,13356.19900717646,12645.337159401992,3.0767083971723723,3.8024991794143714
1,"(16, 9, '0')",0.1871725370949876,0.18289481698760135,8100.410649462175,8316.658407403898,17.233211092770965,16.497990837145856
1,"(16, 15, '0')",0.7297792387589718,0.7868995056208983,14452.880274352461,11653.989884685763,9.396783713592942,8.123605744692085
1,"(16, 18, '0')",0.8633132629760015,0.3113874789738148,9966.716794899092,10887.937667071707,9.78560324302762,9.405048574678274
1,"(17, 6, '0')",0.39172036421755163,0.7715140753500648,,12413.584735157136,2.0237459119195966,
1,"(17, 15, '0')",0.11004811349712262,0.9149494646556006,15171.509475228562,12808.453845012718,3.080743595678311,3.836614622208649
1,"(17, 19, '0')",0.9127915035794474,0.22627172929216355,16373.020908379845,16073.49911087021,4.133497065129546,4.863392685680762
1,"(18, 14, '0')",0.3570059887962751,0.9911599141695914,15108.153996893183,16387.352022919134,3.7211658157230962,3.9964511900252475
1,"(18, 16, '0')",0.41296217981812544,0.3114666072281085,9073.325548279256,11100.993609930541,10.413121777456194,11.343895480960503
1,"(18, 19, '0')",0.18354969377389296,0.8856389551738137,7440.607237072396,8852.862931777741,9.884376731694042,9.35952954030851
1,"(19, 17, '0')",0.5859902699897871,0.6936276549544037,,15809.791316881703,4.124949506652039,
1,"(19, 18, '0')",0.8556708466479875,0.0545247259975572,,9162.011392344924,10.750389287553446,
1,"(19, 20, '0')",0.7896812152453201,0.20181883260219147,8259.124313694643,7378.682381233859,10.069919345242056,9.12752945477695
1,"(19, 21, '0')",0.08784242370264728,0.8591558084357476,,7382.481717889035,8.356510144505513,
1,"(20, 19, '0')",0.9329932724558334,0.6607567170158832,5758.893964181165,7440.94296492997,10.209034059563582,10.297654765121035
1,"(20, 21, '0')",0.4999511406074236,0.8727867882285799,9911.146355561716,8675.624365911297,4.271680928191705,3.7558071712263588
1,"(20, 23, '0')",0.3642569891908011,0.7237448554628845,11432.882701358409,10397.511479822739,12.233040176397198,12.721437047768653
1,"(21, 14, '0')",0.4836061905063387,0.09193851810441844,,19232.419665863556,10.251228284597584,
1,"(21, 19, '0')",0.5152245913332608,0.02196605110027272,7406.126997428094,7265.661800771602,8.14904711192703,9.007758645595336
1,"(21, 20, '0')",0.9946434676752095,0.18204899423987453,10521.21979363851,8430.34662310048,4.025471322489139,4.806775911908215
1,"(21, 22, '0')",0.753403443374045,0.2761351299390967,11952.227782288635,10300.449742151908,14.806771849912135,15.961600383020757
1,"(22, 13, '0')",0.36581991580263795,0.6733332766340134,,8579.611032454319,9.526759517420379,
1,"(22, 21, '0')",0.6113730813897688,0.570474864107661,9853.212176527595,10318.046696975627,14.88080906067856,14.394036634226174
1,"(22, 23, '0')",0.4196113499484212,0.3773069358685265,6443.014251152623,7118.49140246177,3.1580529075023884,4.4754278110598795
1,"(23, 12, '0')",0.09167672210207167,0.2845129711764639,11468.293598945007,10851.756311059315,16.3837332709749,17.690842703422177
1,"(23, 20, '0')",0.53485391876583,0.20266589697287252,12187.751727341196,10705.049806329665,13.374850806039317,12.01349116197401
1,"(23, 22, '0')",0.3407642186475901,0.33093452601858553,7470.724380008233,7183.085473402894,3.2006617598127542,2.832310370751937
2,"(0, 1, '0')",0.32198830399196776,0.018340990889802455,8858.978363074242,6139.079386044314,6.002840815267259,5.133127375715539
